id,video_id,comment_id,text_display,text_original,is_spam,checked
33,1z4ughaHFj4,UgxW2xckw4ZdqgKTOn14AaABAg,අඩන්නේ නැතුව අනිත් එක ගහපන්... නැත්තන් උබත් මල් මාමා එනෙක් වෙයි...,අඩන්නේ නැතුව අනිත් එක ගහපන්... නැත්තන් උබත් මල් මාමා එනෙක් වෙයි...,0,1
34,1z4ughaHFj4,UgxqFuEF4dq-O-co29l4AaABAg,"එ බන් උබලත් කැමතිද ගෙදට්ට වෙලාම ඔන්ලයින් සල්ලි හොයන්න...එහෙනම් මේ ලින්ක් එකෙන් ජොයින් වෙමු...ජොයින් වෙලා සයින් වෙමු කොල්ලනෙ කෙල්ලනෙ...මාත් මේකෙන් දවස ගනෙ සල්ලි හොයනවා වරෙන් යන්න මේ ලින්කුවට :  <a href=""https://paidera.com/?r=64041"">https://paidera.com/?r=64041</a>",එ බන් උබලත් කැමතිද ගෙදට්ට වෙලාම ඔන්ලයින් සල්ලි හොයන්න...එහෙනම් මේ ලින්ක් එකෙන් ජොයින් වෙමු...ජොයින් වෙලා සයින් වෙමු කොල්ලනෙ කෙල්ලනෙ...මාත් මේකෙන් දවස ගනෙ සල්ලි හොයනවා වරෙන් යන්න මේ ලින්කුවට :  https://paidera.com/?r=64041,1,1
35,1z4ughaHFj4,UgwwvuwkOnFgCzYvUcp4AaABAg,තිවංකයා music viedeo එකට ..thusitha ටිං ටිං va ganin..music viedeo ekat Hoda vei,තිවංකයා music viedeo එකට ..thusitha ටිං ටිං va ganin..music viedeo ekat Hoda vei,0,1
36,1z4ughaHFj4,UgwA2fUEzeIHlvaQTjN4AaABAg,ඒකනම් දීලා තියෙනවා ඇඩෙන්නම සුපිරි තිවා.. සිංදුවේ ගැම්මනං පට්ට ...,ඒකනම් දීලා තියෙනවා ඇඩෙන්නම සුපිරි තිවා.. සිංදුවේ ගැම්මනං පට්ට ...,0,1
37,1z4ughaHFj4,Ugyx6nRTRtwN7d7Aw5R4AaABAg,තිවන්ක ..උබ දක්ශයෙක් ...උබේ අනන්‍යතාවය කවුරු මඩ ගැහුවත් නැති කරගන්න එපා,තිවන්ක ..උබ දක්ශයෙක් ...උබේ අනන්‍යතාවය කවුරු මඩ ගැහුවත් නැති කරගන්න එපා,0,1
40,1z4ughaHFj4,UgyvGmVWw4wU80HnYAt4AaABAg,ෆට්ට බං ????????????,ෆට්ට බං ????????????,0,1
43,1z4ughaHFj4,UgzeqQACo7ifUHkMp0x4AaABAg,"හිරු star එකෙන් ආව singer කෙනෙක් කියපු සිංදුවක් trending 1 ආව පලවෙනි පාර නේද මේ.  ✌️<br />   ඒකෙම්ම කියවෙනවා කවුද දක්ශයො, කවුද හාවෝ කියලා<br />   හිරු එකෙන් තිවාට කැපිල්ල තිබුනට මිනිස්සු එයාට ලැබෙන්න ඕනේ තැන අද දීලා තියෙනවා. <br />  අවංකවම සතුටුයි තිවා<br />                    ❤️","හිරු star එකෙන් ආව singer කෙනෙක් කියපු සිංදුවක් trending 1 ආව පලවෙනි පාර නේද මේ.  ✌️
   ඒකෙම්ම කියවෙනවා කවුද දක්ශයො, කවුද හාවෝ කියලා
   හිරු එකෙන් තිවාට කැපිල්ල තිබුනට මිනිස්සු එයාට ලැබෙන්න ඕනේ තැන අද දීලා තියෙනවා. 
  අවංකවම සතුටුයි තිවා
                    ❤️",0,1
47,1z4ughaHFj4,UgyQK1eOsykUCv9M-vt4AaABAg,මේකෙ 8d audio එක ඕනෙනම් මේකට like කරන්න,මේකෙ 8d audio එක ඕනෙනම් මේකට like කරන්න,1,1
48,1z4ughaHFj4,UgwJTTbEBXvWaclbKzB4AaABAg,"<a href=""https://gokano.com/ref/IBmbOvZSMRoJ0x9ZwAFQXIvM"">https://gokano.com/ref/IBmbOvZSMRoJ0x9ZwAFQXIvM</a>",https://gokano.com/ref/IBmbOvZSMRoJ0x9ZwAFQXIvM,1,1
50,1z4ughaHFj4,UgxAc-BPgKRog_9c8Vx4AaABAg,මොකක්ද බං ⁣ඒ රචනාවක්ද????????✋✋,මොකක්ද බං ⁣ඒ රචනාවක්ද????????✋✋,0,1
53,1z4ughaHFj4,UgyHRxEWqMLJXdPNZT14AaABAg,තද තද මැනිකේ එනකම්මයි බලන් ඉදියේ වස්තෝ????????????????,තද තද මැනිකේ එනකම්මයි බලන් ඉදියේ වස්තෝ????????????????,0,1
54,1z4ughaHFj4,UgycL6pcyP86VNsH3ct4AaABAg,බුවෑක්<br />ජරාවක් ????,"බුවෑක්
ජරාවක් ????",0,1
56,1z4ughaHFj4,UgzUXOYNVxbGLLTjw5x4AaABAg,"<a href=""https://youtu.be/aXrFxHE8s90"">https://youtu.be/aXrFxHE8s90</a>",https://youtu.be/aXrFxHE8s90,1,1
74,1z4ughaHFj4,UgxWwHzd3Jx6ZtCnPON4AaABAg,"<a href=""https://rr.lovevova.com/MzI5MzEwMTc="">https://rr.lovevova.com/MzI5MzEwMTc=</a>",https://rr.lovevova.com/MzI5MzEwMTc=,1,1
78,1z4ughaHFj4,UgwSuSb9LasO4k2fq8l4AaABAg,නොදකින් අවසානය වෙනකම් බලන්න කියලා දානවනේ ????,නොදකින් අවසානය වෙනකම් බලන්න කියලා දානවනේ ????,0,1
81,1z4ughaHFj4,Ugxdo-EkC6oUuEaqE-J4AaABAg,"මම හීන දැකපු හැමදාම පෙනුණු සුදු මූණ ඔබගේ රත්තරන්,????????????","මම හීන දැකපු හැමදාම පෙනුණු සුදු මූණ ඔබගේ රත්තරන්,????????????",0,1
82,1z4ughaHFj4,UgxnAtyi-Y45qMxQiKJ4AaABAg,මගේ වීඩියෝ බලලා චැනල් එක හොදයි නම් මාවත් සබ්ස්ක්‍රයිබි කරන්න හොදේ ????????,මගේ වීඩියෝ බලලා චැනල් එක හොදයි නම් මාවත් සබ්ස්ක්‍රයිබි කරන්න හොදේ ????????,1,1
87,1z4ughaHFj4,UgzclVqmZrUErthdX9V4AaABAg,Ela ela තිවංක ohma ymu kollo,Ela ela තිවංක ohma ymu kollo,0,1
88,1z4ughaHFj4,Ugz1oRhaR6cO1L6id3p4AaABAg,තිවා ඒක පට්ට ????,තිවා ඒක පට්ට ????,0,1
90,1z4ughaHFj4,UgwFEfOnmaq0fKhQncd4AaABAg,හැමදාම තිවා අයියා  best...????,හැමදාම තිවා අයියා  best...????,0,1
91,1z4ughaHFj4,UgwO_4_ZiKiWH9LaTE94AaABAg,යේ......????????????????????,යේ......????????????????????,0,1
93,1z4ughaHFj4,UgxQrO7gJ6xC8Y7nRZ14AaABAg,නියමයි  අයියෙ සින්දුවනම්,නියමයි  අයියෙ සින්දුවනම්,0,1
95,1z4ughaHFj4,UgwsRS5ZRrz1S-S-R8Z4AaABAg,සුපිරි සුපිරිම  වැඩක් නියමයි  ???? Tdk ❤️,සුපිරි සුපිරිම  වැඩක් නියමයි  ???? Tdk ❤️,0,1
96,1z4ughaHFj4,UgzBjAHfJT7NqFRdIal4AaABAg,ඒක පට්ට ????,ඒක පට්ට ????,0,1
98,1z4ughaHFj4,UgyD3ACEY3F9985hp9Z4AaABAg,marai අයියෙ oya nam niyama dakshayek,marai අයියෙ oya nam niyama dakshayek,0,1
100,1z4ughaHFj4,Ugx1iV4tCZQv1npFyV54AaABAg,පව් කරලා වැඩක් නෑ සිල් අරන්????  මොනවාද යකෝ මේ lyrics ???????? අපරදේ data????,පව් කරලා වැඩක් නෑ සිල් අරන්????  මොනවාද යකෝ මේ lyrics ???????? අපරදේ data????,0,1
106,1z4ughaHFj4,UgyfmRi_cW6kBmQRTZd4AaABAg,තිවංක  අයියේ  ගොඩක්  lasisanai song eka ❤️  song eka hannth kalinm like  damma manm eth පළවෙනි  para ahnnkota වචන  ටිකක්  tharune na sinduwa ahanna ahnna  සුපිරි yatam thibba good luck  aiye ආදරෙයි  හැමදාමත් ❤️????????????????????,තිවංක  අයියේ  ගොඩක්  lasisanai song eka ❤️  song eka hannth kalinm like  damma manm eth පළවෙනි  para ahnnkota වචන  ටිකක්  tharune na sinduwa ahanna ahnna  සුපිරි yatam thibba good luck  aiye ආදරෙයි  හැමදාමත් ❤️????????????????????,0,1
112,1z4ughaHFj4,UgzR7_lOWFOohqwkYDN4AaABAg,ඒ ආදරේ තවත් වැඩි උනා තිවා.  සිංදුව කියන හැටි ⁣මැවලා පේන්නෙ මට විතරද.. ගනන් කරන්න බැරි තරම් පාරක් ඇහුවා..????????????????????,ඒ ආදරේ තවත් වැඩි උනා තිවා.  සිංදුව කියන හැටි ⁣මැවලා පේන්නෙ මට විතරද.. ගනන් කරන්න බැරි තරම් පාරක් ඇහුවා..????????????????????,0,1
113,1z4ughaHFj4,UgxmhBYGodSmZLmnOBl4AaABAg,පව් කරල වැඩක් නෑ සිල් අරන්..<br />මම යන්නම යන්නම් සමු අරන්..????,"පව් කරල වැඩක් නෑ සිල් අරන්..
මම යන්නම යන්නම් සමු අරන්..????",0,1
114,1z4ughaHFj4,UgwbAHB7zGUQnPhcPA14AaABAg,තිවංකගේ අලුත්  සිංදුව  එනකන් හිටිය අය කෝ,තිවංකගේ අලුත්  සිංදුව  එනකන් හිටිය අය කෝ,0,1
115,1z4ughaHFj4,UgxjY8iYkfx2zXDmvtF4AaABAg,සිංදුවෙ ගැම්මටම විෂුවල් එකත් තයෙනව....පට්ට තිවා...,සිංදුවෙ ගැම්මටම විෂුවල් එකත් තයෙනව....පට්ට තිවා...,0,1
117,1z4ughaHFj4,UgwPOADWrNu73oPJuCN4AaABAg,තිවංක උබට අඩන මල් සිංදු හරියන්නෙ නැ බන් .උබට ඊට වඩා දෙයක් කරන්න පුලුවන් .ඒක ඔප්පු කරා &quot;මහා වරුසාවෙ&quot; cover එකෙන් .,"තිවංක උබට අඩන මල් සිංදු හරියන්නෙ නැ බන් .උබට ඊට වඩා දෙයක් කරන්න පුලුවන් .ඒක ඔප්පු කරා ""මහා වරුසාවෙ"" cover එකෙන් .",0,1
120,1z4ughaHFj4,Ugy_8pO0bKJc4zFwywV4AaABAg,ලස්සනයි අයියා පන. ඔයාගේ සින්දුවක් එනකන් බලන් හිටියේ. අාදරෙයි අයියා. ????????????????????????????????????,ලස්සනයි අයියා පන. ඔයාගේ සින්දුවක් එනකන් බලන් හිටියේ. අාදරෙයි අයියා. ????????????????????????????????????,0,1
128,1z4ughaHFj4,Ugx9C6ChofmEi27hh894AaABAg,"<a href=""https://www.youtube.com/channel/UC8fGg8CJro4k_KeXFb6ALgQ"">https://www.youtube.com/channel/UC8fGg8CJro4k_KeXFb6ALgQ</a>",https://www.youtube.com/channel/UC8fGg8CJro4k_KeXFb6ALgQ,1,1
131,1z4ughaHFj4,UgzWYKtgXrqRuOgOIhp4AaABAg,Ammoo කන්දොස්කිරියාව ????????,Ammoo කන්දොස්කිරියාව ????????,0,1
132,1z4ughaHFj4,UgyQK3Ov6BNzpcTiMFd4AaABAg,ඒක❤️,ඒක❤️,0,1
140,1z4ughaHFj4,Ugy3req0wfN5NUvupO54AaABAg,ජාතක කතාවක් කියනවා වගේ. Music එක ඇහෙන්නේ නැ. ????????,ජාතක කතාවක් කියනවා වගේ. Music එක ඇහෙන්නේ නැ. ????????,0,1
144,1z4ughaHFj4,UgxtkGVhFhBA1gpmsxV4AaABAg,Song එක ෆට්ට..තිවා good luck ..වෙනස් දෙයක් කලා ..,Song එක ෆට්ට..තිවා good luck ..වෙනස් දෙයක් කලා ..,0,1
145,1z4ughaHFj4,UgwJTmi25wSOyQKU9Wx4AaABAg,ඒ කාලෙ කොච්චර ලස්සන සින්දු හැදුනද .දැන් සින්දු වල හැටි බෙරිහන් දෙනව මොන ලස්සනක්ද මන්ද????????,ඒ කාලෙ කොච්චර ලස්සන සින්දු හැදුනද .දැන් සින්දු වල හැටි බෙරිහන් දෙනව මොන ලස්සනක්ද මන්ද????????,0,1
147,1z4ughaHFj4,UgwC7447crrEu9_Lbxl4AaABAg,රූකාන්ත දැං උබට සැපද???????දැංවත් hiru star කවුද කියලා අහුවොත් මේක පෙන්නපං රූකාන්ත????නොදකින් අංගවිකලයා...,රූකාන්ත දැං උබට සැපද???????දැංවත් hiru star කවුද කියලා අහුවොත් මේක පෙන්නපං රූකාන්ත????නොදකින් අංගවිකලයා...,0,1
156,1z4ughaHFj4,Ugx2UvcbL-uR_KJOsWF4AaABAg,කටහඩ නම් සුපිරි යාලු ඒත් අඬෝ වැඩියාව අහන් ඉන්න බෑ????,කටහඩ නම් සුපිරි යාලු ඒත් අඬෝ වැඩියාව අහන් ඉන්න බෑ????,0,1
159,1z4ughaHFj4,UgzK8W4s46eumuO0Xzl4AaABAg,පට්ට වැඩක් තිවා.. එල එල මචෝ,පට්ට වැඩක් තිවා.. එල එල මචෝ,0,1
162,1z4ughaHFj4,Ugx_wV5ZZ6tkGr8wKlt4AaABAg,අපොයි මූ නහයෙන් අඩනවනෙ.... ????????????????????<br />සින්දු කියන්නෙ මේවටද ????????????????,"අපොයි මූ නහයෙන් අඩනවනෙ.... ????????????????????
සින්දු කියන්නෙ මේවටද ????????????????",0,1
163,1z4ughaHFj4,UgzULmg-QlAqZ28qrMB4AaABAg,සුපිරි සින්දුව,සුපිරි සින්දුව,0,1
165,1z4ughaHFj4,Ugx1yEt6-Lcl-wsXUT94AaABAg,පට්ට බන් තිවා...,පට්ට බන් තිවා...,0,1
167,1z4ughaHFj4,UgykS-pa7UI-r64UXQp4AaABAg,තවත් ගෑනුන්ට වදින එක්තරා ගාථාවක්...,තවත් ගෑනුන්ට වදින එක්තරා ගාථාවක්...,0,1
176,1z4ughaHFj4,UgwYIz5E2QLyQq5kiLt4AaABAg,මේ සින්දුව නම් සිරාවටම වැඩක් නෑ බන්....කෑ ගහනවනේ...උබේ කටහඩින් මීට වඩා වැඩක් ගනී,මේ සින්දුව නම් සිරාවටම වැඩක් නෑ බන්....කෑ ගහනවනේ...උබේ කටහඩින් මීට වඩා වැඩක් ගනී,0,1
180,1z4ughaHFj4,UgyUfTpb5Tl_KNWQuvN4AaABAg,විඩියෝ එක බලන්නත් කලින් ලයික් කරේ මම විතරද..????????,විඩියෝ එක බලන්නත් කලින් ලයික් කරේ මම විතරද..????????,0,1
181,1z4ughaHFj4,Ugw1zJzNIbo_8Qk1bZl4AaABAg,ආදරෙයි තිවා අයියේ..හැමදාම මේ වගේ ලස්සන සිංදු කරන්න පුළුවන් වෙන්න කියලා හදවතින්ම සුබ පතනවා..????????,ආදරෙයි තිවා අයියේ..හැමදාම මේ වගේ ලස්සන සිංදු කරන්න පුළුවන් වෙන්න කියලා හදවතින්ම සුබ පතනවා..????????,0,1
182,1z4ughaHFj4,Ugx7hRjgE7ZKQcxBgq94AaABAg,තිවා ඔයා තමා hiru star කවුරු මොනා කිව්වත් ඔයා ඔප්පු කරලා ඉවරයි ❣️☝️,තිවා ඔයා තමා hiru star කවුරු මොනා කිව්වත් ඔයා ඔප්පු කරලා ඉවරයි ❣️☝️,0,1
185,1z4ughaHFj4,UgxnF32zSmK1wcNXOrB4AaABAg,ලස්සනයි,ලස්සනයි,0,1
186,1z4ughaHFj4,UgynaLDquPVlM-LjWCx4AaABAg,තද තද තීවා.එලම වස්තු,තද තද තීවා.එලම වස්තු,0,1
188,1z4ughaHFj4,Ugy-vCGDdR-rcmtvgjd4AaABAg,Trending 1 ආවා.congratulations තිවා????<br />අපේ එකා????????,"Trending 1 ආවා.congratulations තිවා????
අපේ එකා????????",0,1
190,1z4ughaHFj4,UgwktKQNjkQdNGa7kBJ4AaABAg,තිවා,තිවා,0,1
193,1z4ughaHFj4,UgyprUYBr1cYnaeX63d4AaABAg,පට්ටයි සෝන්ග් එක..මෙම එකක් තිවා අයියගෙන් එනකම්මයි බලන් හිටියෙ...congratulations Tdk❤️,පට්ටයි සෝන්ග් එක..මෙම එකක් තිවා අයියගෙන් එනකම්මයි බලන් හිටියෙ...congratulations Tdk❤️,0,1
195,1z4ughaHFj4,UgyEfuO0jIrwDRvqFoV4AaABAg,අඩනවානේ..????,අඩනවානේ..????,0,1
196,1z4ughaHFj4,UgxAYyqxFB_pTPAo8ZJ4AaABAg,එක පාරට වඩා හැවුව අය ලයික් කරන්න බලන්න.???? TDK LOVER ????,එක පාරට වඩා හැවුව අය ලයික් කරන්න බලන්න.???? TDK LOVER ????,0,1
206,1z4ughaHFj4,Ugy1mCR7IoSoJ83CRMd4AaABAg,සුපිරි වදන් ටික තිවංක අයියේ,සුපිරි වදන් ටික තිවංක අයියේ,0,1
215,1z4ughaHFj4,Ugw6wgEdTP4UAzllOy14AaABAg,"<a href=""https://youtu.be/xrtVih9bCUU"">https://youtu.be/xrtVih9bCUU</a>",https://youtu.be/xrtVih9bCUU,1,1
217,1z4ughaHFj4,Ugyh7MHZkXCWwqqcDgd4AaABAg,පටිටම සිංදුවක්☝ආදරෙයි තිවා අයියේ හැමදාමත්????❤????️????️,පටිටම සිංදුවක්☝ආදරෙයි තිවා අයියේ හැමදාමත්????❤????️????️,0,1
218,1z4ughaHFj4,UgzZaK62zH7hi7qoNz94AaABAg,"<a href=""https://youtu.be/ACebZ8fcbrw"">https://youtu.be/ACebZ8fcbrw</a>",https://youtu.be/ACebZ8fcbrw,1,1
219,1z4ughaHFj4,UgwpVRFF_ClAW2bbDVR4AaABAg,Super song  good luck ඉදිරියටම  yanna thivaka aiye,Super song  good luck ඉදිරියටම  yanna thivaka aiye,0,1
225,1z4ughaHFj4,Ugy-QXRt3HPf5KeC-td4AaABAg,මාස දෙකක් විතර අහන්න පුලුවන් සින්දුවක් අවා ඔන්න මෙ අහන්නෙ 15වෙනි පාර බන්,මාස දෙකක් විතර අහන්න පුලුවන් සින්දුවක් අවා ඔන්න මෙ අහන්නෙ 15වෙනි පාර බන්,0,1
226,1z4ughaHFj4,UgzqqV3w-0bPyEvBYTd4AaABAg,මොකක්ද අනේ මේ?? ජීවිතේකට මතක තියාගන්න බැරි සිංදුවක්.නහයෙන් අඩනවා.වචන පැහැහැදිලි නෑ,මොකක්ද අනේ මේ?? ජීවිතේකට මතක තියාගන්න බැරි සිංදුවක්.නහයෙන් අඩනවා.වචන පැහැහැදිලි නෑ,0,1
227,1z4ughaHFj4,Ugw9zoi6nF9NQD2QSAF4AaABAg,සුපිරි ❤,සුපිරි ❤,0,1
229,1z4ughaHFj4,UgyoHiDDVfjrSdlkIA54AaABAg,"මියුසික් කියන්නෙ වචන ටිකක් බෙරිහන් දෙන එක නෙමේ මල්ලි. 2000න් පස්සෙ උන්ටනම් ඕවත් සිංදු තමා ඉතිං. දුකයි ලංකාවෙ මියුසික් වලට උනෙ දේ ගැන. උබ හොදට සිංදු කියන්න පුලුවන් කොල්ලෙක්, උබෙ ඔය හැකියාවෙන් මියුසික් වලින් දෙයක් කරපු සිංදුවක් කරපන්. මියුසික් වලින් වැඩ පෙන්නපන් , හැමදාම මතකෙ රැදෙන්න නම්. උබට බැරි නෑ.","මියුසික් කියන්නෙ වචන ටිකක් බෙරිහන් දෙන එක නෙමේ මල්ලි. 2000න් පස්සෙ උන්ටනම් ඕවත් සිංදු තමා ඉතිං. දුකයි ලංකාවෙ මියුසික් වලට උනෙ දේ ගැන. උබ හොදට සිංදු කියන්න පුලුවන් කොල්ලෙක්, උබෙ ඔය හැකියාවෙන් මියුසික් වලින් දෙයක් කරපු සිංදුවක් කරපන්. මියුසික් වලින් වැඩ පෙන්නපන් , හැමදාම මතකෙ රැදෙන්න නම්. උබට බැරි නෑ.",0,1
231,1z4ughaHFj4,UgxhJq2nHloD0YvTJtp4AaABAg,මොකද බන් මූ වැලලෙන්න හදන්නේ ????,මොකද බන් මූ වැලලෙන්න හදන්නේ ????,0,1
